clip_stem,vid,match,set_id,rally,ball_round,raw_type_en,player_side,split_v2,split_bst_baseline,aroundhead,backhand,frame_num,shuttle_start_f,shuttle_end_f,clip_start_frame,clip_end_frame
4_2_25_15,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,25,15,passive_drop,Top,train,train,0.0,1.0,75709,75697,75736,75405,75903
4_2_25_16,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,25,16,net_shot,Bottom,train,train,0.0,0.0,75730,75709,75758,75405,75903
4_2_25_17,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,25,17,lob,Top,train,train,0.0,1.0,75752,75730,75795,75405,75903
4_2_25_18,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,25,18,clear,Bottom,train,train,0.0,1.0,75789,75752,75822,75405,75903
4_2_25_19,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,25,19,smash,Top,train,train,0.0,0.0,75816,75789,75834,75405,75903
4_2_25_20,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,25,20,return_net,Bottom,train,train,0.0,0.0,75828,75816,75840,75405,75903
4_2_26_1,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,26,1,short_service,Bottom,train,train,0.0,1.0,77104,77092,77127,77054,77546
4_2_26_2,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,26,2,net_shot,Top,train,train,0.0,0.0,77121,77104,77146,77054,77546
4_2_26_3,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,26,3,push,Bottom,train,train,0.0,0.0,77140,77121,77179,77054,77546
4_2_26_4,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,26,4,back_court_drive,Top,train,train,0.0,0.0,77173,77140,77189,77054,77546
4_2_26_5,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,26,5,drive,Bottom,train,train,0.0,1.0,77183,77173,77208,77054,77546
4_2_26_6,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,26,6,drive,Top,train,train,0.0,0.0,77202,77183,77216,77054,77546
4_2_26_7,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,26,7,cross_court_net_shot,Bottom,train,train,0.0,1.0,77210,77202,77236,77054,77546
4_2_26_8,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,26,8,push,Top,train,train,0.0,1.0,77230,77210,77267,77054,77546
4_2_26_9,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,26,9,passive_drop,Bottom,train,train,0.0,0.0,77261,77230,77289,77054,77546
4_2_26_10,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,26,10,net_shot,Top,train,train,0.0,1.0,77283,77261,77310,77054,77546
4_2_26_11,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,26,11,lob,Bottom,train,train,0.0,0.0,77304,77283,77347,77054,77546
4_2_26_12,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,26,12,drop,Top,train,train,1.0,0.0,77345,77308,77369,77054,77546
4_2_26_13,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,26,13,net_shot,Bottom,train,train,0.0,1.0,77363,77345,77397,77054,77546
4_2_26_14,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,26,14,lob,Top,train,train,0.0,0.0,77391,77363,77430,77054,77546
4_2_26_15,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,26,15,clear,Bottom,train,train,0.0,0.0,77424,77391,77464,77054,77546
4_2_26_16,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,26,16,smash,Top,train,train,1.0,0.0,77458,77424,77477,77054,77546
4_2_26_17,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,26,17,return_net,Bottom,train,train,0.0,1.0,77471,77458,77483,77054,77546
4_2_27_1,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,27,1,short_service,Top,train,train,0.0,1.0,78563,78551,78587,78513,79077
4_2_27_2,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,27,2,net_shot,Bottom,train,train,0.0,1.0,78581,78563,78609,78513,79077
4_2_27_3,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,27,3,lob,Top,train,train,0.0,1.0,78603,78581,78644,78513,79077
4_2_27_4,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,27,4,smash,Bottom,train,train,0.0,0.0,78638,78603,78660,78513,79077
4_2_27_5,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,27,5,return_net,Top,train,train,0.0,0.0,78654,78638,78682,78513,79077
4_2_27_6,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,27,6,lob,Bottom,train,train,0.0,1.0,78676,78654,78715,78513,79077
4_2_27_7,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,27,7,wrist_smash,Top,train,train,1.0,0.0,78709,78676,78728,78513,79077
4_2_27_8,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,27,8,defensive_return_drive,Bottom,train,train,0.0,0.0,78722,78709,78744,78513,79077
4_2_27_9,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,27,9,drive,Top,train,train,0.0,0.0,78738,78722,78758,78513,79077
4_2_27_10,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,27,10,drive,Bottom,train,train,0.0,0.0,78752,78738,78771,78513,79077
4_2_27_11,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,27,11,defensive_return_drive,Top,train,train,0.0,1.0,78765,78752,78780,78513,79077
4_2_27_12,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,27,12,return_net,Bottom,train,train,0.0,1.0,78774,78765,78799,78513,79077
4_2_27_13,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,27,13,push,Top,train,train,0.0,1.0,78793,78774,78831,78513,79077
4_2_27_14,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,27,14,drop,Bottom,train,train,1.0,0.0,78825,78793,78852,78513,79077
4_2_27_15,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,27,15,net_shot,Top,train,train,0.0,1.0,78846,78825,78876,78513,79077
4_2_27_16,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,27,16,lob,Bottom,train,train,0.0,0.0,78870,78846,78908,78513,79077
4_2_27_17,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,27,17,wrist_smash,Top,train,train,1.0,0.0,78902,78870,78921,78513,79077
4_2_27_18,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,27,18,cross_court_net_shot,Bottom,train,train,0.0,0.0,78915,78902,78945,78513,79077
4_2_27_19,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,27,19,push,Top,train,train,0.0,0.0,78939,78915,78971,78513,79077
4_2_27_20,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,27,20,smash,Bottom,train,train,0.0,0.0,78965,78939,78985,78513,79077
4_2_27_21,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,27,21,return_net,Top,train,train,0.0,1.0,78979,78965,79008,78513,79077
4_2_27_22,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,27,22,rush,Bottom,train,train,0.0,0.0,79002,78979,79014,78513,79077
4_2_28_1,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,28,1,short_service,Bottom,train,train,0.0,1.0,79997,79985,80020,79947,80243
4_2_28_2,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,28,2,net_shot,Top,train,train,0.0,0.0,80014,79997,80038,79947,80243
4_2_28_3,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,28,3,cross_court_net_shot,Bottom,train,train,0.0,1.0,80032,80014,80060,79947,80243
4_2_28_4,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,28,4,net_shot,Top,train,train,0.0,1.0,80054,80032,80083,79947,80243
4_2_28_5,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,28,5,lob,Bottom,train,train,0.0,0.0,80077,80054,80120,79947,80243
4_2_28_6,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,28,6,back_court_drive,Top,train,train,0.0,0.0,80115,80078,80133,79947,80243
4_2_28_7,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,28,7,cross_court_net_shot,Bottom,train,train,0.0,1.0,80127,80115,80155,79947,80243
4_2_28_8,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,28,8,return_net,Top,train,train,0.0,1.0,80149,80127,80174,79947,80243
4_2_28_9,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,28,9,net_shot,Bottom,train,train,0.0,0.0,80168,80149,80180,79947,80243
4_2_29_1,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,29,1,short_service,Top,train,train,0.0,1.0,80762,80750,80785,80712,81272
4_2_29_2,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,29,2,push,Bottom,train,train,0.0,1.0,80779,80762,80819,80712,81272
4_2_29_3,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,29,3,passive_drop,Top,train,train,1.0,0.0,80813,80779,80839,80712,81272
4_2_29_4,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,29,4,push,Bottom,train,train,0.0,1.0,80833,80813,80865,80712,81272
4_2_29_5,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,29,5,wrist_smash,Top,train,train,1.0,0.0,80859,80833,80881,80712,81272
4_2_29_6,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,29,6,return_net,Bottom,train,train,0.0,1.0,80875,80859,80905,80712,81272
4_2_29_7,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,29,7,net_shot,Top,train,train,0.0,0.0,80899,80875,80922,80712,81272
4_2_29_8,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,29,8,lob,Bottom,train,train,0.0,1.0,80916,80899,80958,80712,81272
4_2_29_9,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,29,9,back_court_drive,Top,train,train,0.0,1.0,80952,80916,80974,80712,81272
4_2_29_10,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,29,10,driven_flight,Bottom,train,train,0.0,0.0,80968,80952,80995,80712,81272
4_2_29_11,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,29,11,driven_flight,Top,train,train,0.0,1.0,80989,80968,81016,80712,81272
4_2_29_12,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,29,12,driven_flight,Bottom,train,train,0.0,0.0,81010,80989,81036,80712,81272
4_2_29_13,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,29,13,push,Top,train,train,0.0,1.0,81030,81010,81065,80712,81272
4_2_29_14,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,29,14,clear,Bottom,train,train,0.0,0.0,81059,81030,81096,80712,81272
4_2_29_15,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,29,15,wrist_smash,Top,train,train,0.0,0.0,81090,81059,81113,80712,81272
4_2_29_16,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,29,16,return_net,Bottom,train,train,0.0,1.0,81107,81090,81139,80712,81272
4_2_29_17,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,29,17,push,Top,train,train,0.0,0.0,81133,81107,81172,80712,81272
4_2_29_18,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,29,18,clear,Bottom,train,train,0.0,0.0,81166,81133,81203,80712,81272
4_2_29_19,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,29,19,smash,Top,train,train,1.0,0.0,81197,81166,81209,80712,81272
4_2_30_1,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,30,1,unknown,Top,,train,,,82643,82631,82655,82593,82718
4_2_31_1,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,31,1,long_service,Top,train,train,0.0,1.0,83720,83708,83752,83670,83849
4_2_31_2,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,31,2,clear,Bottom,train,train,1.0,0.0,83746,83720,83780,83670,83849
4_2_31_3,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,31,3,smash,Top,train,train,1.0,0.0,83774,83746,83786,83670,83849
4_2_32_1,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,32,1,short_service,Top,train,train,0.0,1.0,84475,84463,84498,84425,84851
4_2_32_2,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,32,2,net_shot,Bottom,train,train,0.0,1.0,84492,84475,84520,84425,84851
4_2_32_3,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,32,3,net_shot,Top,train,train,0.0,1.0,84514,84492,84543,84425,84851
4_2_32_4,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,32,4,lob,Bottom,train,train,0.0,0.0,84537,84514,84580,84425,84851
4_2_32_5,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,32,5,smash,Top,train,train,0.0,0.0,84580,84543,84600,84425,84851
4_2_32_6,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,32,6,return_net,Bottom,train,train,0.0,0.0,84594,84580,84621,84425,84851
4_2_32_7,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,32,7,net_shot,Top,train,train,0.0,1.0,84615,84594,84640,84425,84851
4_2_32_8,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,32,8,net_shot,Bottom,train,train,0.0,0.0,84634,84615,84657,84425,84851
4_2_32_9,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,32,9,lob,Top,train,train,0.0,1.0,84651,84634,84688,84425,84851
4_2_32_10,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,32,10,smash,Bottom,train,train,0.0,0.0,84682,84651,84701,84425,84851
4_2_32_11,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,32,11,return_net,Top,train,train,0.0,1.0,84695,84682,84724,84425,84851
4_2_32_12,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,32,12,net_shot,Bottom,train,train,0.0,1.0,84718,84695,84747,84425,84851
4_2_32_13,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,32,13,net_shot,Top,train,train,0.0,1.0,84741,84718,84768,84425,84851
4_2_32_14,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,32,14,net_shot,Bottom,train,train,0.0,0.0,84762,84741,84782,84425,84851
4_2_32_15,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,32,15,rush,Top,train,train,0.0,1.0,84776,84762,84788,84425,84851
4_2_33_1,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,33,1,short_service,Bottom,train,train,0.0,1.0,85729,85717,85759,85679,86035
4_2_33_2,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,33,2,net_shot,Top,train,train,0.0,0.0,85753,85729,85781,85679,86035
4_2_33_3,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,33,3,net_shot,Bottom,train,train,0.0,1.0,85775,85753,85800,85679,86035
4_2_33_4,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,33,4,lob,Top,train,train,0.0,0.0,85794,85775,85831,85679,86035
4_2_33_5,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,33,5,back_court_drive,Bottom,train,train,0.0,0.0,85825,85794,85847,85679,86035
4_2_33_6,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,33,6,return_net,Top,train,train,0.0,1.0,85841,85825,85863,85679,86035
4_2_33_7,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,33,7,net_shot,Bottom,train,train,0.0,1.0,85857,85841,85882,85679,86035
4_2_33_8,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,33,8,push,Top,train,train,0.0,1.0,85876,85857,85919,85679,86035
4_2_33_9,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,33,9,passive_drop,Bottom,train,train,0.0,1.0,85913,85876,85931,85679,86035
4_2_33_10,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,33,10,net_shot,Top,train,train,0.0,0.0,85925,85913,85950,85679,86035
4_2_33_11,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,33,11,net_shot,Bottom,train,train,0.0,1.0,85944,85925,85966,85679,86035
4_2_33_12,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,33,12,rush,Top,train,train,0.0,0.0,85960,85944,85972,85679,86035
4_2_34_1,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,34,1,short_service,Top,train,train,0.0,1.0,86647,86635,86666,86597,87296
4_2_34_2,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,34,2,net_shot,Bottom,train,train,0.0,1.0,86660,86647,86686,86597,87296
4_2_34_3,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,34,3,push,Top,train,train,0.0,1.0,86680,86660,86714,86597,87296
4_2_34_4,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,34,4,smash,Bottom,train,train,1.0,0.0,86708,86680,86726,86597,87296
4_2_34_5,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,34,5,return_net,Top,train,train,0.0,1.0,86720,86708,86747,86597,87296
4_2_34_6,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,34,6,cross_court_net_shot,Bottom,train,train,0.0,1.0,86741,86720,86766,86597,87296
4_2_34_7,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,34,7,net_shot,Top,train,train,0.0,1.0,86760,86741,86786,86597,87296
4_2_34_8,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,34,8,lob,Bottom,train,train,0.0,0.0,86780,86760,86823,86597,87296
4_2_34_9,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,34,9,smash,Top,train,train,1.0,0.0,86822,86785,86840,86597,87296
4_2_34_10,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,34,10,return_net,Bottom,train,train,0.0,1.0,86834,86822,86864,86597,87296
4_2_34_11,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,34,11,net_shot,Top,train,train,0.0,1.0,86858,86834,86885,86597,87296
4_2_34_12,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,34,12,lob,Bottom,train,train,0.0,1.0,86879,86858,86922,86597,87296
4_2_34_13,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,34,13,smash,Top,train,train,1.0,0.0,86922,86885,86941,86597,87296
4_2_34_14,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,34,14,return_net,Bottom,train,train,0.0,0.0,86935,86922,86962,86597,87296
4_2_34_15,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,34,15,net_shot,Top,train,train,0.0,1.0,86956,86935,86990,86597,87296
4_2_34_16,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,34,16,lob,Bottom,train,train,0.0,0.0,86984,86956,87026,86597,87296
4_2_34_17,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,34,17,drop,Top,train,train,0.0,0.0,87020,86984,87040,86597,87296
4_2_34_18,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,34,18,net_shot,Bottom,train,train,0.0,1.0,87034,87020,87062,86597,87296
4_2_34_19,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,34,19,net_shot,Top,train,train,0.0,0.0,87056,87034,87081,86597,87296
4_2_34_20,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,34,20,net_shot,Bottom,train,train,0.0,1.0,87075,87056,87107,86597,87296
4_2_34_21,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,34,21,lob,Top,train,train,0.0,0.0,87101,87075,87144,86597,87296
4_2_34_22,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,34,22,drop,Bottom,train,train,0.0,0.0,87143,87106,87173,86597,87296
4_2_34_23,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,34,23,net_shot,Top,train,train,0.0,1.0,87167,87143,87193,86597,87296
4_2_34_24,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,34,24,net_shot,Bottom,train,train,0.0,0.0,87187,87167,87206,86597,87296
4_2_34_25,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,34,25,net_shot,Top,train,train,0.0,1.0,87200,87187,87227,86597,87296
4_2_34_26,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,34,26,cross_court_net_shot,Bottom,train,train,0.0,0.0,87221,87200,87233,86597,87296
4_2_35_1,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,35,1,short_service,Bottom,train,train,0.0,1.0,89069,89057,89092,89019,89311
4_2_35_2,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,35,2,net_shot,Top,train,train,0.0,0.0,89086,89069,89108,89019,89311
4_2_35_3,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,35,3,net_shot,Bottom,train,train,0.0,0.0,89102,89086,89127,89019,89311
4_2_35_4,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,35,4,net_shot,Top,train,train,0.0,1.0,89121,89102,89145,89019,89311
4_2_35_5,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,35,5,net_shot,Bottom,train,train,0.0,0.0,89139,89121,89166,89019,89311
4_2_35_6,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,35,6,cross_court_net_shot,Top,train,train,0.0,0.0,89160,89139,89192,89019,89311
4_2_35_7,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,35,7,lob,Bottom,train,train,0.0,0.0,89186,89160,89228,89019,89311
4_2_35_8,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,35,8,back_court_drive,Top,train,train,0.0,0.0,89222,89186,89242,89019,89311
4_2_35_9,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,35,9,drive,Bottom,train,train,0.0,1.0,89236,89222,89248,89019,89311
4_2_36_1,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,36,1,short_service,Top,train,train,0.0,1.0,89954,89942,89973,89904,90335
4_2_36_2,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,36,2,net_shot,Bottom,train,train,0.0,0.0,89967,89954,89992,89904,90335
4_2_36_3,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,36,3,lob,Top,train,train,0.0,0.0,89986,89967,90029,89904,90335
4_2_36_4,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,36,4,drop,Bottom,train,train,0.0,0.0,90026,89989,90054,89904,90335
4_2_36_5,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,36,5,net_shot,Top,train,train,0.0,0.0,90048,90026,90076,89904,90335
4_2_36_6,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,36,6,push,Bottom,train,train,0.0,1.0,90070,90048,90113,89904,90335
4_2_36_7,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,36,7,smash,Top,train,train,1.0,0.0,90107,90070,90125,89904,90335
4_2_36_8,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,36,8,defensive_return_drive,Bottom,train,train,0.0,1.0,90119,90107,90141,89904,90335
4_2_36_9,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,36,9,return_net,Top,train,train,0.0,1.0,90135,90119,90158,89904,90335
4_2_36_10,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,36,10,net_shot,Bottom,train,train,0.0,1.0,90152,90135,90177,89904,90335
4_2_36_11,4,CHEN_Long_CHOU_Tien_Chen_Denmark_Open_2019_QuarterFinal,set2,36,11,net_shot,Top,train,train,0.0,1.0,90171,90152,90198,89904,90335
